,,0,1
x_2_0,0,22.381612842583515,
x_2_0,1,-13.67262894341385,
y_2_0,0,4.721007219556627,
y_2_0,1,-3.584565753515262,
wm_2_0,0,0.0,1368.8908931741805
wm_2_0,1,1368.8908931741805,0.0
,,0,1
x_2_1,0,-19.304770033978834,
x_2_1,1,12.394041135959572,
y_2_1,0,5.552969764497146,
y_2_1,1,15.484590169571794,
wm_2_1,0,0.0,1103.4517134579069
wm_2_1,1,1103.4517134579069,0.0
,,0,1
x_2_2,0,-13.789691000518667,
x_2_2,1,-11.797284450230766,
y_2_2,0,23.868057640644114,
y_2_2,1,24.64686833165708,
wm_2_2,0,0.0,4.576229954066227
wm_2_2,1,4.576229954066227,0.0
,,0,1
x_2_3,0,17.39500301600544,
x_2_3,1,-15.553078533749353,
y_2_3,0,-2.4696558419493533,
y_2_3,1,6.267361705142643,
wm_2_3,0,0.0,1161.9115534274854
wm_2_3,1,1161.9115534274854,0.0
,,0,1
x_2_4,0,21.527827775229873,
x_2_4,1,-5.939862203517232,
y_2_4,0,8.267354819242323,
y_2_4,1,24.957735435286292,
wm_2_4,0,0.0,1033.0427978769803
wm_2_4,1,1033.0427978769803,0.0
,,0,1
x_2_5,0,23.01303526681966,
x_2_5,1,3.0471054140351117,
y_2_5,0,24.51727320434215,
y_2_5,1,16.02230554944316,
wm_2_5,0,0.0,470.80283034409325
wm_2_5,1,470.80283034409325,0.0
,,0,1
x_2_6,0,-3.6337878558681034,
x_2_6,1,-0.7554415770486211,
y_2_6,0,-22.713684322575883,
y_2_6,1,4.085388826757718,
wm_2_6,0,0.0,726.4751989641271
wm_2_6,1,726.4751989641271,0.0
,,0,1
x_2_7,0,0.1482430279961644,
x_2_7,1,-6.698871467865574,
y_2_7,0,-2.6342857905399475,
y_2_7,1,-6.905663195339468,
wm_2_7,0,0.0,65.12764185367183
wm_2_7,1,65.12764185367183,0.0
,,0,1
x_2_8,0,-19.454677140444044,
x_2_8,1,15.398599961156096,
y_2_8,0,-21.57565248834736,
y_2_8,1,23.016760916002575,
wm_2_8,0,0.0,3203.2342579453725
wm_2_8,1,3203.2342579453725,0.0
,,0,1
x_2_9,0,17.16419118387123,
x_2_9,1,-8.094162004384076,
y_2_9,0,15.93759168589452,
y_2_9,1,6.3397668062859065,
wm_2_9,0,0.0,730.102648202281
wm_2_9,1,730.102648202281,0.0
,,0,1,2
x_3_0,0,-2.443871564997263,,
x_3_0,1,-13.94888291432273,,
x_3_0,2,-6.5459373735310855,,
y_3_0,0,-10.461214811679115,,
y_3_0,1,-12.946103624860028,,
y_3_0,2,14.102321648009797,,
wm_3_0,0,0.0,138.53995856197946,620.1942673040087
wm_3_0,1,138.53995856197946,0.0,786.42091242195
wm_3_0,2,620.1942673040087,786.42091242195,0.0
,,0,1,2
x_3_1,0,-8.136000069387588,,
x_3_1,1,4.678874178976994,,
x_3_1,2,8.721585889121657,,
y_3_1,0,1.5266691497022034,,
y_3_1,1,10.882769146253379,,
y_3_1,2,-2.440655782135842,,
wm_3_1,0,0.0,251.75760914686265,299.9178714633119
wm_3_1,1,251.75760914686265,0.0,193.8571697937641
wm_3_1,2,299.9178714633119,193.8571697937641,0.0
,,0,1,2
x_3_2,0,6.814060607770401,,
x_3_2,1,16.2521170573782,,
x_3_2,2,-7.9177632786875005,,
y_3_2,0,11.981962809455027,,
y_3_2,1,-1.5421556828444816,,
y_3_2,2,2.139531676876316,,
wm_3_2,0,0.0,271.9786905397409,313.9000856211662
wm_3_2,1,271.9786905397409,0.0,597.7379372744634
wm_3_2,2,313.9000856211662,597.7379372744634,0.0
,,0,1,2
x_3_3,0,12.507421171366435,,
x_3_3,1,-10.94824643347686,,
x_3_3,2,2.539714226613743,,
y_3_3,0,15.544592973154653,,
y_3_3,1,6.058657053487138,,
y_3_3,2,-3.2358483439322514,,
wm_3_3,0,0.0,640.1513230609336,452.0601578010159
wm_3_3,1,640.1513230609336,0.0,268.31291335080994
wm_3_3,2,452.0601578010159,268.31291335080994,0.0
,,0,1,2
x_3_4,0,-4.163369283969992,,
x_3_4,1,16.48167472249397,,
x_3_4,2,21.96398243385753,,
y_3_4,0,-4.533914590076382,,
y_3_4,1,-7.646099790006572,,
y_3_4,2,-4.53717268312036,,
wm_3_4,0,0.0,435.9035387474981,682.638518402235
wm_3_4,1,435.9035387474981,0.0,39.72112559800823
wm_3_4,2,682.638518402235,39.72112559800823,0.0
,,0,1,2
x_3_5,0,-17.24167560891142,,
x_3_5,1,17.464848961636132,,
x_3_5,2,0.9792751039956304,,
y_3_5,0,-3.949751684407671,,
y_3_5,1,-0.9550834397188124,,
y_3_5,2,5.224477923086707,,
